EP ID,SMILES,Es-Ea (eV),LUMO_sol (eV),HOMO_sol (eV),Dielectric constant of solvents,binary_features,cluster,PC1,PC2,PC3
ep-165843,CC1CCOCC1(C)C,0.9380493796173340,8.393622275,-7.677962981,5.5811,"[1, 0, 0, 0, 1]",4,-0.6603094533507540,-0.43527933098353100,0.2870795514053300
ep-165847,CC1COC(C)C1(C)C,0.8730005205102730,8.172393755,-7.547348357,4.8962,"[1, 1, 0, 0, 1]",4,-0.8079032102152530,1.0011769318320300,0.3426820351097710
ep-165907,CCC1(C)COCC1C,0.8771490816301370,8.127767092,-7.567484778,6.5408,"[1, 0, 0, 0, 1]",4,-0.845137422911115,-0.3861588334756600,0.17184916320837700
ep-165973,CC1OCC(C)(C)C1C,0.8585616973714650,7.982186209,-7.517687953,6.294,"[1, 1, 0, 0, 1]",4,-0.787576036650541,1.0183397628268200,0.27361552139025600
ep-165974,CCC1COCC1(C)C,0.90734696839339,8.14980831,-7.601499003,4.7233,"[1, 0, 0, 0, 1]",4,-0.8557492164017730,-0.42787398541841400,0.3161429697321420
ep-166273,COC1(C)COCC1C,0.6289419732048640,7.964226698,-7.60558071,8.0053,"[1, 1, 0, 0, 1]",4,-0.7672638006993060,1.070866935567180,-0.5092030506316650
ep-166615,CC(C)C1COCC1C,0.9079899661197370,8.104637419,-7.578097216,4.0397,"[1, 0, 0, 0, 1]",4,-0.9300493611541910,-0.43129142112995000,0.3704113962362840
ep-166620,CCC1COCCC1C,0.9346757732352940,8.386547316,-7.65211217,5.236,"[1, 0, 0, 0, 1]",4,-0.7266591460839980,-0.4294915096878140,0.31262123802455500
ep-166622,CC(C)C1CCCOC1,0.8979465889762260,8.322600573,-7.644765097,7.6007,"[1, 0, 0, 0, 1]",4,-0.6443879117293420,-0.39244093756549900,0.10920398649597100
ep-166627,CCC1C(C)COC1C,0.8653694265359230,8.021098483,-7.517415839,6.2871,"[1, 1, 0, 0, 1]",4,-0.7838975981812340,1.019487549057900,0.2898279528637410
ep-166628,CC(C)C1CCOC1C,0.9106972839946140,8.237973181,-7.574015509,2.971,"[1, 1, 0, 0, 1]",4,-0.8321175401778990,0.9621733773198090,0.5144291578487050
ep-166693,CC(C)(C)C1CCOC1,0.9538967606245420,8.22001367,-7.667078429,3.2989,"[1, 0, 0, 0, 1]",4,-0.7770572842521750,-0.4773739452155480,0.46139658492939600
ep-166767,CCC1COC(C)C1C,0.8625316585141030,8.146542944,-7.523402342,5.779,"[1, 1, 0, 0, 1]",4,-0.8106609330890540,1.0217960096898500,0.2908436119594140
ep-166768,CCC1COCC1CC,0.8908209745217340,8.137291075,-7.581362582,5.6019,"[1, 0, 0, 0, 1]",4,-0.8588125060992080,-0.40593308843995900,0.24374667508883400
ep-166769,CCC(C)C1CCOC1,0.9329819003412840,8.096746119,-7.582723151,3.1651,"[1, 0, 0, 0, 1]",4,-0.944222795374269,-0.4514615277668120,0.47892120599951600
ep-166880,CCCC1COCC1C,0.937456143616541,8.257565375,-7.682316802,3.7519,"[1, 0, 0, 0, 1]",4,-0.7444278274480860,-0.46982596825613100,0.38018115628359700
ep-166881,CC1CC(C(C)C)CO1,0.9212512292170550,8.167767821,-7.648302577,4.1842,"[1, 1, 0, 0, 1]",4,-0.6236393675599190,0.9408377371066760,0.440781451439744
ep-170009,CCC1CCCOC1C,0.8845001842951170,8.094569209,-7.570205916,7.1487,"[1, 1, 0, 0, 1]",4,-0.6312064004438860,1.010751474517490,0.25944914069617700
ep-170024,CCC1CCOC1OC,1.0858067920595200,7.950076781,-7.883136786,2.3052,"[1, 1, 0, 0, 1]",4,-0.14419970213500700,0.7664249974983150,0.8435548523870150
ep-170060,CCC1(C)CCCOC1,0.9274889871652540,8.399064551,-7.668983225,5.2761,"[1, 0, 0, 0, 1]",4,-0.7029920943951330,-0.4322190195648820,0.27773285485111500
ep-170064,CCC1(CC)CCOC1,0.8903004701276710,8.038241652,-7.579729899,5.0771,"[1, 0, 0, 0, 1]",4,-0.8849567946850880,-0.4194221882280040,0.27665291082981900
ep-170099,COCC1CCOC1C,0.8822096820194580,8.010486044,-7.593335589,7.1797,"[1, 1, 0, 0, 1]",4,-0.5870128699528710,0.9965470541088480,0.242593120752693
ep-170109,CCC1COCC(C)C1,0.9177924090940860,8.296205534,-7.585444289,5.1442,"[1, 0, 0, 0, 1]",4,-0.8587619835889570,-0.4081807974054320,0.3242169790080170
ep-170110,CCCC1CCCOC1,0.9454313714192340,8.396343413,-7.668166884,4.5743,"[1, 0, 0, 0, 1]",4,-0.7244897324129980,-0.4458332516163230,0.3617617869686260
ep-170184,CCC1CCC(C)OC1,0.923271501866192,8.325593825,-7.659731356,4.3271,"[1, 1, 0, 0, 1]",4,-0.6028918319981580,0.9502474544415840,0.4181357397751430
ep-170257,CCC1(C)CCOC1C,0.9142095006309580,8.308450655,-7.590614451,3.1216,"[1, 1, 0, 0, 1]",4,-0.7956794137030590,0.9624210625306950,0.4994721527099000
ep-170286,CCCC1CCOC1C,0.8883400728626070,8.030622466,-7.525579253,4.4311,"[1, 1, 0, 0, 1]",4,-0.8478066966166870,0.9879759381080900,0.43491751266555100
ep-170800,CCC1(C)COC(C)C1,0.8697720433213240,7.973750681,-7.527211936,5.1182,"[1, 1, 0, 0, 1]",4,-0.822993742058928,0.996572283030076,0.35437747817499000
ep-170801,CCCC1(C)CCOC1,0.9029943278157240,7.991710192,-7.601226889,4.9198,"[1, 0, 0, 0, 1]",4,-0.8411250155303110,-0.436635296587577,0.3084884989767300
ep-171179,CCC1COCC1OC,0.925902580028602,7.909531825,-7.732113627,7.482,"[1, 1, 0, 0, 1]",4,-0.2816014551842720,0.9282356785699760,0.26194973495697500
ep-171190,CC(C)CC1CCOC1,0.890279231848361,8.0115745,-7.586532744,6.2207,"[1, 0, 0, 0, 1]",4,-0.8100371461260910,-0.4100863381230290,0.22027038813360800
ep-171252,CCCC1COC(C)C1,0.8646519782712390,8.019193686,-7.529388846,6.2528,"[1, 1, 0, 0, 1]",4,-0.765585582479257,1.0146784725295500,0.2812075068427540
ep-171295,CCCCC1CCOC1,0.8942990793046360,8.0352484,-7.580002013,5.5939,"[1, 0, 0, 0, 1]",4,-0.8525275103283430,-0.4145929609821910,0.2635692022925390
ep-171601,COCC1(C)CCOC1,0.9004117944911790,8.010758158,-7.627349814,5.1411,"[1, 0, 0, 0, 1]",4,-0.7874890065951650,-0.44138505981510600,0.27089910919919500
ep-1721,O=C1CCOC1,1.1944874245077100,0.257419655,-7.641227618,1.6088,"[1, 0, 0, 0, 1]",4,-0.23507831181972800,-1.1871391279787200,1.9158992345138300
ep-1739,C1CCOCC1,0.8957751135091660,8.180012942,-7.592791361,8.3513,"[1, 0, 0, 0, 1]",4,-0.6882507748903060,-0.3746395878412200,0.11646865175740900
ep-185953,CCOC1COC(C)C1,0.5579214617039640,8.046132952,-7.621907538,2.9564,"[1, 1, 0, 0, 1]",4,-1.085449535973720,1.0299463021621100,-0.4885836889244030
ep-186580,COC1COCC1OC,0.6307021816747730,7.959600764,-7.703813792,5.4731,"[1, 1, 0, 0, 1]",4,-0.731495018546355,1.0026089082553300,-0.45351401970652400
ep-187125,CCC1OCCC(C)O1,0.950073902041651,7.923409628,-7.916878897,7.4428,"[1, 1, 0, 0, 1]",4,0.059601949582448700,0.8533502464198070,0.200691022286821
ep-1879,C1COCCO1,1.4062710801584500,7.991982306,-8.086950022,1.0691,"[1, 0, 0, 0, 1]",4,0.2873539318626870,-0.8079065186581290,1.5568148979359300
ep-196130,COC1CCC(C)OC1,0.9584289122606400,8.098923029,-7.799597849,6.6728,"[1, 1, 0, 0, 1]",4,-0.18681019614869800,0.8989807435217060,0.32744526539102800
ep-205009,CC1(C)CCOC1(C)C,0.8493790883331990,8.061643439,-7.504898604,5.4637,"[1, 1, 0, 0, 1]",4,-0.8679440006017060,1.0218608331191500,0.2891681223023020
ep-205019,CC1OCCCC1(C)C,0.9416782681479620,8.181373511,-7.59415193,2.8656,"[1, 1, 0, 0, 1]",4,-0.7693398913066910,0.9400718764318790,0.5967832029844290
ep-205542,CC1COCC(C)(C)C1,0.9439806731892130,8.294572852,-7.668983225,4.2291,"[1, 0, 0, 0, 1]",4,-0.7374651842640450,-0.45798756054274200,0.38212734648979500
ep-205622,CC1CCCOC1(C)C,0.8497139713772750,8.027901328,-7.540817626,7.2239,"[1, 1, 0, 0, 1]",4,-0.7085493421182150,1.0272557449782700,0.1849481481859280
ep-205635,CC1CCOC(C)C1C,0.9511417234753420,8.271443179,-7.642588187,2.5489,"[1, 1, 0, 0, 1]",4,-0.69814317977099,0.9226418533855550,0.596472933077681
ep-205675,CC1OC(C)C(C)C1C,0.8374601736481390,8.228177084,-7.505987059,7.8872,"[1, 1, 0, 0, 1]",4,-0.7563142931947640,1.0676341535613700,0.12665920377921500
ep-205680,CC1CCC(C)C(C)O1,0.9291349754872690,8.440425848,-7.642316073,2.2033,"[1, 1, 0, 0, 1]",4,-0.7482249662470920,0.9381852759434820,0.5368748699423860
ep-205736,CC1COC(C)C(C)C1,0.9560124195920580,8.243415457,-7.617553717,2.77,"[1, 1, 0, 0, 1]",4,-0.7232928000192630,0.9310249413430280,0.6196400453666520
ep-205786,COC1COCCC1C,1.0983535669879500,8.227360743,-7.86191191,2.324,"[1, 1, 0, 0, 1]",4,-0.18305911501651300,0.7928805188467340,0.8688196765701270
ep-206970,CCC1COC(C)OC1,0.9725882002310320,8.004227427,-7.95932865,7.0397,"[1, 1, 0, 0, 1]",4,0.12908178262136700,0.8326226495876180,0.24593906169549100
ep-207074,COC1CCC(C)CO1,0.6407648710591360,8.125590182,-7.84476874,5.9761,"[1, 1, 0, 0, 1]",4,-0.45930452776411600,0.9666770438659800,-0.5621157632404740
ep-207164,COC1CC(C)C(C)O1,0.9700981243719640,7.938375887,-7.772930697,4.9564,"[1, 1, 0, 0, 1]",4,-0.3052396588335400,0.8718826356910700,0.47337811061101600
ep-244241,CC1CCCC(C)(C)O1,0.8395786201775370,8.113617175,-7.536463805,6.7107,"[1, 1, 0, 0, 1]",4,-0.7584745512442280,1.0322850951785500,0.17645537903687500
ep-244247,CC1CCOC(C)(C)C1,0.8759442357879750,7.977288161,-7.567212664,5.3569,"[1, 1, 0, 0, 1]",4,-0.7349039042200340,0.9831519463293980,0.33205771263651500
ep-244264,CC1CCC(C)(C)OC1,0.8688625808319670,7.985723689,-7.574559737,6.1214,"[1, 1, 0, 0, 1]",4,-0.6883596012212390,0.9924529105728390,0.27038222725816800
ep-246924,CCOC1COCCO1,1.1006356767403400,7.948716212,-7.977560275,3.0162,"[1, 1, 0, 0, 1]",4,0.07248899363505830,0.7357049830581820,0.7854802709522920
ep-251757,CCC1OC(C)C(C)O1,1.0654013421737800,7.926947108,-7.888851176,2.4076,"[1, 1, 0, 0, 1]",4,-0.14751329793326000,0.7695610028577170,0.7796467178881080
ep-253546,CCOC1CCCOC1,0.490876714492289,8.190081152,-7.679595664,7.0678,"[1, 1, 0, 0, 1]",4,-0.837516097042319,1.0893006580685800,-0.9224699217196890
ep-253620,COC1COCC(C)O1,1.04880894300645,7.914701987,-7.966675723,4.8061,"[1, 1, 0, 0, 1]",4,0.10115393151392500,0.7737360878662410,0.5668121225461850
ep-253710,CCC1COCC(C)O1,1.0730734560380200,7.960961333,-7.865993617,1.4728,"[1, 1, 0, 0, 1]",4,-0.23191002274524000,0.7671276762008100,0.8582178874637880
ep-259260,CC1CC(C)OC(C)C1,0.8698221847226240,8.431173979,-7.62490079,7.059,"[1, 1, 0, 0, 1]",4,-0.5742901455989400,1.0201782581128400,0.15537129477498100
ep-259270,CC1CC(C)C(C)CO1,0.8935993834799730,8.299198786,-7.63850648,5.6949,"[1, 1, 0, 0, 1]",4,-0.5935958080255260,0.9812285786234770,0.28789520187140800
ep-259313,CCCOC1CCCO1,1.023736058603000,7.966947836,-7.871708006,3.5023,"[1, 1, 0, 0, 1]",4,-0.16132076242787800,0.8043748895698960,0.6201593695209900
ep-259338,CC1COCC(C)C1C,0.9522246277672590,8.334845694,-7.666262087,3.7879,"[1, 0, 0, 0, 1]",4,-0.7601174274698670,-0.46153714820413700,0.42440482011109400
ep-259436,COC1(C)CCCCO1,1.106945736513310,8.033343604,-7.908987597,1.5098,"[1, 1, 0, 0, 1]",4,-0.12614015194155300,0.7476561161977370,0.9148522405561250
ep-259547,COC1CCCC(C)O1,0.4866402168851700,8.024635962,-7.822999636,1.4073,"[1, 1, 0, 0, 1]",4,-0.8890725264047590,0.9550664312467820,-0.7541084217457300
ep-26544,CC1(C)OCCC1=O,1.069835196983370,0.459872322,-7.55115795,3.7048,"[1, 1, 0, 0, 1]",4,-0.2444245012333350,0.3187891620251590,1.6090609636993700
ep-26572,CC1(C)CC(=O)CO1,1.022339920160530,0.404905334,-7.54898104,6.0862,"[1, 1, 0, 0, 1]",4,-0.16335276843606200,0.35791418891387200,1.370352507517250
ep-26617,CC1(C)OCOC1=O,1.0253075760592800,0.062858288,-7.575648192,7.0754,"[1, 1, 0, 0, 1]",4,-0.041883504909128200,0.33218630678482700,1.3427642939985200
ep-269273,CC(C)C1CCOCC1,0.9358460030773450,8.23933375,-7.576464533,3.9227,"[1, 0, 0, 0, 1]",4,-0.9193237873449190,-0.42942626960551500,0.44339991488453300
ep-27015,CC1(C)OCC(=O)O1,1.00365636791423,0.101770561,-7.525579253,7.9002,"[1, 1, 0, 0, 1]",4,-0.10763148825037400,0.37011662686571600,1.275131274072370
ep-271173,CCCC1CCOCC1,0.9107990383747780,8.245864481,-7.650479487,7.6632,"[1, 0, 0, 0, 1]",4,-0.6142379093209370,-0.40354580354561100,0.14479138579293500
ep-280015,CC1CC(C)(C)CCO1,0.9081011485845990,8.27797391,-7.642588187,5.5243,"[1, 1, 0, 0, 1]",4,-0.5803073407192210,0.9718029990036800,0.33544682153022500
ep-280026,CC1COCCC1(C)C,0.967228049833087,8.384370406,-7.671160136,3.4521,"[1, 0, 0, 0, 1]",4,-0.7577546880232200,-0.4678297023296090,0.4744884464916400
ep-280038,CCC1(C)CCOCC1,0.9569311031529740,8.390901137,-7.669255339,4.1471,"[1, 0, 0, 0, 1]",4,-0.7340497234003340,-0.4551738299480090,0.4137418542067010
ep-280335,CCC1CCOC(C)C1,0.9221608708447280,8.362329188,-7.61700949,3.8133,"[1, 1, 0, 0, 1]",4,-0.7078007748645340,0.9630567709799100,0.4660121361341930
ep-280341,CCC1CCOCC1C,0.9452611490026930,8.431446093,-7.696466719,5.4962,"[1, 0, 0, 0, 1]",4,-0.6278245674360430,-0.4422558919371740,0.29502695832848400
ep-28060,CC1CC(C)C(C)O1,0.89439662365707,8.152529448,-7.553062747,3.4943,"[1, 1, 0, 0, 1]",4,-0.851487305592283,0.9742451312952830,0.4662282101754460
ep-28062,CCC1CCC(C)O1,0.9264350724764110,8.363145529,-7.611022986,2.9145,"[1, 1, 0, 0, 1]",4,-0.7624964350551310,0.9531456774304050,0.5244110039557260
ep-28067,CC1CCCC(C)O1,0.8909357568221410,8.200421477,-7.548164698,3.9835,"[1, 1, 0, 0, 1]",4,-0.8396552640483470,0.9868157717487430,0.43283537408280300
ep-28079,CC1COCC(C)O1,1.1693647563908800,7.958240195,-7.874701258,1.4434,"[1, 1, 0, 0, 1]",4,-0.12374183005084300,0.7357781252835430,1.1230300994362700
ep-28097,CC1CC(=O)C(C)O1,1.0613742197200500,0.488988499,-7.554967543,4.4973,"[1, 1, 0, 0, 1]",4,-0.20500521672181500,0.3317758096443050,1.542912833181800
ep-28170,CC1OC(=O)C(C)O1,1.009785030320550,0.141227062,-7.550341609,7.8309,"[1, 1, 0, 0, 1]",4,-0.06460719889521000,0.36144612903311100,1.274787791687850
ep-28435,CC1OCCC1(C)C,0.8906660213235900,8.098650916,-7.545715674,4.3827,"[1, 1, 0, 0, 1]",4,-0.8169938175608960,0.984625934844151,0.42374331854212300
ep-28436,CC(C)C1CCCO1,0.8674765135188270,8.212666598,-7.65782656,3.957,"[1, 1, 0, 0, 1]",4,-0.6746448690073210,0.9534610662463550,0.29055470793442500
ep-28440,CC1CCCOC1C,0.8916950636026200,8.008581248,-7.520409091,5.8624,"[1, 1, 0, 0, 1]",4,-0.7750767292119570,1.0046699566592800,0.38242644429883800
ep-28457,CC1OCCOC1C,1.2524946590789800,7.963954585,-7.994703444,1.0914,"[1, 1, 0, 0, 1]",4,0.14661942821681200,0.6636050924959650,1.2874859731714400
ep-28493,CCC1OCCC1C,0.8670634905530290,8.127222865,-7.549525267,5.9071,"[1, 1, 0, 0, 1]",4,-0.7529392564197200,1.0108379713008000,0.2808348097773390
ep-28495,CCC1CCCCO1,0.9099264333063320,8.081235632,-7.532382098,3.8801,"[1, 1, 0, 0, 1]",4,-0.8473449042164410,0.9765515520575,0.5121154380189740
ep-28513,CCOC1CCOC1,0.6264635601990660,7.949804667,-7.669799567,7.7964,"[1, 1, 0, 0, 1]",4,-0.6688112993481110,1.0440439350673300,-0.5500744012174090
ep-28543,CCC1OCCC1=O,1.0612316483663300,0.469668419,-7.560409819,4.7356,"[1, 1, 0, 0, 1]",4,-0.18178714101905200,0.3311778115218480,1.529138699122930
ep-28559,CC1COC(C)C1C,0.8940554388238030,7.995519785,-7.528572505,4.1113,"[1, 1, 0, 0, 1]",4,-0.8523040132057190,0.9785478814273330,0.4668761253925430
ep-28564,CC1CCC(C)OC1,0.890648976567366,8.112256606,-7.556055998,5.8516,"[1, 1, 0, 0, 1]",4,-0.7206301016529920,0.999805593835694,0.34611726894558100
ep-28601,CC1OCC(=O)C1C,1.0416802171050800,0.459600208,-7.558505023,6.3311,"[1, 1, 0, 0, 1]",4,-0.11768699529041400,0.3561639217524670,1.40153675766389
ep-28602,CCC1CC(=O)CO1,1.0599498820721200,0.387490051,-7.563675185,5.5794,"[1, 1, 0, 0, 1]",4,-0.12732405294057600,0.3341351163723330,1.4905943698742300
ep-28614,CCC1CCOC1C,0.8919273496139230,8.105453761,-7.546532015,3.8728,"[1, 1, 0, 0, 1]",4,-0.8422128204322540,0.97827373764041,0.4501224318112980
ep-28616,CCCC1CCCO1,0.875211603426824,7.946539301,-7.541906081,4.3163,"[1, 1, 0, 0, 1]",4,-0.8339073073295460,0.9776165908839100,0.3993842833998820
ep-28620,CC1CCOC(C)C1,0.89347732484269,8.185183104,-7.6270777,7.4884,"[1, 1, 0, 0, 1]",4,-0.5104963039019120,0.9983875426274520,0.2209132122382370
ep-28667,CC1CC(=O)CCO1,0.9844285243759680,0.496879799,-7.377549346,4.8395,"[1, 1, 0, 0, 1]",4,-0.5701339861204440,0.42445123995554000,1.4352911889081000
ep-28803,COC1CCOC1C,0.9218232131815280,7.980281413,-7.709800295,5.0196,"[1, 1, 0, 0, 1]",4,-0.4609977431846780,0.9132138034461380,0.37604411813939700
ep-28977,CC1COC(C)C1=O,1.0538147932248000,0.445994518,-7.55115795,4.4964,"[1, 1, 0, 0, 1]",4,-0.2166927893682140,0.3319401507762270,1.5281770788394900
ep-29046,CC1CC(C)(C)CO1,0.8609299261087820,7.911980849,-7.548164698,7.4829,"[1, 1, 0, 0, 1]",4,-0.6644046795598200,1.0153125789506300,0.20892806626892700
ep-29061,CCC1COC(C)C1,0.8631660872421410,7.992798647,-7.544355105,7.0967,"[1, 1, 0, 0, 1]",4,-0.6941244401334370,1.0177645580843400,0.22909428234426100
ep-29095,COC1COC(C)C1,0.5970941301737090,8.026540759,-7.653472739,4.686,"[1, 1, 0, 0, 1]",4,-0.8979220600894460,1.026594217973500,-0.48090882634599800
ep-30716,COC1COCC1C,0.5952237189775110,8.025996531,-7.703541678,6.4653,"[1, 1, 0, 0, 1]",4,-0.7169693284426520,1.0302264812714300,-0.604965645793549
ep-31074,COC1CCCOC1,1.059803452124770,8.231170336,-7.846401423,2.7074,"[1, 1, 0, 0, 1]",4,-0.22732506705035300,0.814648370034007,0.7534995260669920
ep-32626,COC1OCCC1C,1.0744625525570000,7.92422597,-7.885313696,2.5666,"[1, 1, 0, 0, 1]",4,-0.13602926880085000,0.7700087269375520,0.8002152070714670
ep-32628,COC1CCCCO1,1.0326706270083600,7.953886374,-7.82544866,3.8288,"[1, 1, 0, 0, 1]",4,-0.2144307452552660,0.8219459350723060,0.6633214432231820
ep-32943,COC1CC(C)CO1,1.0641385697901300,8.049670432,-7.885857924,2.7327,"[1, 1, 0, 0, 1]",4,-0.14322191905765100,0.7847116871849870,0.7523649663827100
ep-371,C1CCOC1,1.160044585568600,8.039057993,-7.662724608,1.0116,"[1, 0, 0, 0, 1]",4,-0.695579943138129,-0.5769691323860870,1.164220329058460
ep-37630,CC1(C)CCCOC1,0.962464051061794,8.353349432,-7.687759078,4.2059,"[1, 0, 0, 0, 1]",4,-0.6912816255326290,-0.4658782494052190,0.4167025067858460
ep-37645,CC1COCC1(C)C,0.8940359093548890,7.975655478,-7.593879817,5.6536,"[1, 0, 0, 0, 1]",4,-0.8221973724710010,-0.4236548411437150,0.25541327987885100
ep-37646,CC1COCC(C)C1,0.9174749066957270,8.308450655,-7.656465991,6.1379,"[1, 0, 0, 0, 1]",4,-0.6830260610024260,-0.421352476931581,0.22570682634761900
ep-37669,CC1(C)COCC1=O,1.0361741280654100,0.465042484,-7.56258673,7.3219,"[1, 0, 0, 0, 1]",4,-0.2302663756551610,-1.0264731115724600,1.241439192462920
ep-37676,CCC1(C)CCOC1,0.8831226847155460,7.98082564,-7.597145182,7.2314,"[1, 0, 0, 0, 1]",4,-0.7424547199635520,-0.40206955186249900,0.14787024439431200
ep-37677,CC1CCOCC1C,0.8996843916840860,8.220830012,-7.587893313,7.4609,"[1, 0, 0, 0, 1]",4,-0.7431838332509960,-0.381583411371579,0.16925261642656000
ep-37679,CCC1CCCOC1,0.9090953931162200,8.306817973,-7.647758349,7.83,"[1, 0, 0, 0, 1]",4,-0.6150159441610610,-0.3951895712369500,0.12884500491036100
ep-37710,CC1COCCC1=O,0.9642739052814410,0.548581421,-7.366664794,5.6495,"[1, 0, 0, 0, 1]",4,-0.7353559007983650,-0.946988147916902,1.2492561045606800
ep-37917,CCC1COCC1C,0.8801886085357480,8.045588725,-7.569661688,6.7136,"[1, 0, 0, 0, 1]",4,-0.8245022877090290,-0.3922272573603340,0.17774648322120300
ep-38035,CCC1COCC1=O,1.042919963360330,0.443545494,-7.568573233,8.0022,"[1, 0, 0, 0, 1]",4,-0.17538970370511100,-1.0240183068080200,1.225924267079770
ep-38065,CC(C)C1CCOC1,0.8895347113895490,8.061371325,-7.581634696,5.894,"[1, 0, 0, 0, 1]",4,-0.8396399567555800,-0.4081051513595290,0.2327265379628240
ep-38067,CC1(C)CCOCC1,0.9567657495276770,8.230898222,-7.585716403,3.1868,"[1, 0, 0, 0, 1]",4,-0.9219637294815990,-0.448498231615945,0.5307946632651570
