EP ID,SMILES,Es-Ea (eV),LUMO_sol (eV),HOMO_sol (eV),Dielectric constant of solvents,binary_features,cluster,PC1,PC2,PC3
ep-625889,CCC(C)OCC(C)(C)C,0.9337806717329140,8.40260203,-7.586804858,6.8592,"[1, 1, 0, 0, 0]",1,-0.47976307098788900,0.7260307378170630,-0.8565868873336920
ep-625902,CCC(CC)COC(C)C,0.8044842982379960,8.428997069,-7.582723151,6.0207,"[1, 1, 0, 0, 0]",1,-0.6604155473662720,0.7563782610213120,-1.1781162731604700
ep-625907,CCCC(C)COC(C)C,0.9118196189200750,8.405051054,-7.620274855,5.843,"[1, 1, 0, 0, 0]",1,-0.498214561679138,0.7076719049605250,-0.8938300083884030
ep-625927,CCC(CC)OCC(C)C,0.88208161724904,8.271987406,-7.550613722,8.0212,"[1, 1, 0, 0, 0]",1,-0.5233496949349230,0.7581106011384210,-1.0192976673928100
ep-627794,CCCC(CC)(CC)OC,0.8962123752858390,7.912525076,-7.534559008,3.5457,"[1, 1, 0, 0, 0]",1,-0.7587021234800900,0.6769408287646610,-0.7269243567520460
ep-627852,CCC(C)(CC(C)C)OC,0.9127765814006190,7.963954585,-7.574559737,4.1376,"[1, 1, 0, 0, 0]",1,-0.6440251316316200,0.6686496747798390,-0.74092450709172
ep-627871,CCCCC(C)(CC)OC,0.9286178352043160,7.928579791,-7.55687234,3.9341,"[1, 1, 0, 0, 0]",1,-0.6681563952090980,0.6654012132716170,-0.6716030900444490
ep-628022,CCCC(CC(C)C)OC,0.9030823596577710,8.166135138,-7.627349814,6.8726,"[1, 1, 0, 0, 0]",1,-0.42574773247893,0.701217136585986,-0.9511807202263540
ep-628050,CCCCC(CCC)OC,0.925430885764706,8.176475462,-7.637145911,5.3125,"[1, 1, 0, 0, 0]",1,-0.47152622147408800,0.6729552612349880,-0.8229777424358520
ep-636604,COC(C)(CC(C)C)OC,0.8497538279001310,7.939192229,-7.828441912,1.8344,"[1, 1, 0, 0, 0]",1,-0.38849173040197900,0.5623433993193490,-0.9845697506439520
ep-645882,CCC(CC)(OC)C(C)C,0.8818519178216080,8.081235632,-7.514422587,3.2905,"[1, 1, 0, 0, 0]",1,-0.8308325676872670,0.6987537754104700,-0.7554470510295120
ep-646049,CCC(OC)C(C)C(C)C,0.903283933017306,8.236340498,-7.588709654,4.6515,"[1, 1, 0, 0, 0]",1,-0.6162099872234660,0.6939353228386370,-0.8249840548190820
ep-646050,CCC(CC)C(CC)OC,0.8931433869828860,8.177291804,-7.612383555,7.5728,"[1, 1, 0, 0, 0]",1,-0.4243149777828270,0.7190488935210580,-1.0024128380846900
ep-646053,CCCC(OC)C(C)CC,0.8725524734208150,8.195251315,-7.602043231,7.735,"[1, 1, 0, 0, 0]",1,-0.45470317087652800,0.7321786913456350,-1.0619309817194900
ep-646055,CCCC(C)C(CC)OC,0.8828337675533290,8.067902056,-7.603948027,3.9819,"[1, 1, 0, 0, 0]",1,-0.6366192058230440,0.6726263117705640,-0.8468630543067080
ep-646157,COC(CC(C)C)C(C)C,0.8914443773969340,8.094024981,-7.602859572,6.8364,"[1, 1, 0, 0, 0]",1,-0.4775842625042740,0.7074910192502820,-0.9586637553284770
ep-646159,CCCCC(OC)C(C)C,0.8926495872140570,8.181917738,-7.613199896,5.5088,"[1, 1, 0, 0, 0]",1,-0.5349362011806160,0.6940489946996200,-0.9075821433056900
ep-646529,CCCC(C)(CC)OCC,0.8419798154159410,8.070623194,-7.511429335,6.3884,"[1, 1, 0, 0, 0]",1,-0.7075203880476580,0.748259530865454,-1.0098090312472400
ep-651255,CCCOCOCC(C)C,0.5995367892550980,8.026540759,-7.96504304,2.0549,"[1, 0, 0, 0, 0]",1,-0.5575462727850000,-0.8024199392164530,-1.892707274416310
ep-653736,CC(C)CCOC(C)(C)C,0.8612448140020100,8.016744662,-7.522586001,6.6171,"[1, 1, 0, 0, 0]",1,-0.6539468806156790,0.7371378335729990,-0.9698911497707150
ep-653739,CCCCCOC(C)(C)C,0.8678347652467600,8.008853362,-7.50816397,6.1274,"[1, 1, 0, 0, 0]",1,-0.6984534121824950,0.7340026704975120,-0.9176169936776970
ep-657299,CCCOC(C)(CC)OC,1.0652040017589000,8.052935797,-7.887490607,1.377,"[1, 1, 0, 0, 0]",1,-0.10563047076659800,0.48220887880239700,-0.4116445603062110
ep-657305,CCC(C)OC(CC)OC,0.5986397221317640,8.12042002,-7.840687033,5.5736,"[1, 1, 0, 0, 0]",1,-0.4221436491891360,0.6896220886131120,-1.8870667046210600
ep-657450,CCCC(C)(OC)OCC,0.198112485758902,7.949260439,-7.763406714,1.5305,"[1, 1, 0, 0, 0]",1,-1.157750133550600,0.7699645128132920,-2.747984314636270
ep-657452,CCOC(C)(CC)OCC,0.4256629037025810,7.92068849,-7.78245468,1.5073,"[1, 1, 0, 0, 0]",1,-0.9010609522236630,0.6952622475980480,-2.121399302529650
ep-657455,CCCC(OC)OC(C)C,0.6759500834072610,8.113889288,-7.905722231,2.0326,"[1, 1, 0, 0, 0]",1,-0.4240795552265410,0.5996087479418120,-1.5491544057217900
ep-657486,CCCC(OCC)OCC,0.6366498791096540,8.148447741,-7.829530367,6.557,"[1, 1, 0, 0, 0]",1,-0.3527114853050460,0.6971173209392580,-1.8216531566460300
ep-657896,CCOC(C)(C)OC(C)C,1.0013276988995300,8.182461966,-7.686942736,1.8265,"[1, 1, 0, 0, 0]",1,-0.49900005872064400,0.5906650487949550,-0.4820020692931570
ep-657966,CCCOC(C)(C)OCC,1.063144453560630,8.242327002,-7.855653292,1.4507,"[1, 1, 0, 0, 0]",1,-0.16938893444057700,0.51049936503944,-0.41482576184319400
ep-657976,CCCOC(C)OCOC,0.6792646166128670,7.972390112,-8.099739371,6.2237,"[1, 1, 0, 0, 0]",1,0.14942409695898400,0.566620214266393,-1.8610615934784700
ep-661336,CCCC(C)C(C)(C)OC,0.8706427739605870,7.906266459,-7.548708926,5.1354,"[1, 1, 0, 0, 0]",1,-0.6731953289513030,0.6979188730434420,-0.8826650991250700
ep-661341,COC(C)C(C)CC(C)C,0.9192632418938740,8.254300009,-7.654833308,5.0958,"[1, 1, 0, 0, 0]",1,-0.46291431873097500,0.6716636779244480,-0.8491065147911720
ep-661354,CCCC(CC)C(C)OC,0.9196441906346820,8.285320982,-7.626805586,4.867,"[1, 1, 0, 0, 0]",1,-0.525196306352556,0.6816195704961660,-0.8202866527228630
ep-661836,CCC(CC)C(C)(C)OC,0.8971722132087460,7.913341418,-7.532382098,4.1093,"[1, 1, 0, 0, 0]",1,-0.7311893991162600,0.6844212647255590,-0.749320692422268
ep-661839,CCOC(C)C(CC)CC,0.8299358125124840,8.217292532,-7.535919577,5.0423,"[1, 1, 0, 0, 0]",1,-0.757599943968205,0.7377781494724730,-1.0098775148009900
ep-662150,CCC(C)(C)CC(C)OC,0.9115227583644350,8.122869044,-7.647214121,7.9685,"[1, 1, 0, 0, 0]",1,-0.32152729788376400,0.7013882399715000,-0.9893824233538980
ep-662184,COC(C)(C)CC(C)(C)C,0.8993050815970390,7.926130766,-7.54898104,3.8902,"[1, 1, 0, 0, 0]",1,-0.7128391878015280,0.6759853883762440,-0.7457732721966820
ep-662210,CCC(CC(C)(C)C)OC,0.8807127919433200,8.108174899,-7.628982497,6.7925,"[1, 1, 0, 0, 0]",1,-0.44597446646931500,0.7014462718962560,-1.0061362196107300
ep-662287,CCC(CC)CC(C)OC,0.8941513234940550,8.168312048,-7.648302577,8.1242,"[1, 1, 0, 0, 0]",1,-0.33081483594256600,0.7114492215220100,-1.0499623667417200
ep-662320,CCCC(C)CC(C)OC,0.8383736088464320,8.218380988,-7.596600955,7.2398,"[1, 1, 0, 0, 0]",1,-0.5256697365255090,0.7397581329750980,-1.1323749676138300
ep-662381,CCC(C)CC(CC)OC,0.8878418761391920,8.086405795,-7.597961524,7.4918,"[1, 1, 0, 0, 0]",1,-0.45384928391463800,0.7177402933680880,-0.9955099253536300
ep-662639,CCCCOCOCCC,0.6442456950590050,7.980281413,-7.928579791,6.3469,"[1, 0, 0, 0, 0]",1,-0.3428899745728110,-0.7529207162989170,-1.9402216078935900
ep-663913,CC(C)OCCC(C)(C)C,0.8733082631111900,8.420289427,-7.622723879,7.7561,"[1, 1, 0, 0, 0]",1,-0.4294518692541520,0.7423452020276700,-1.0946365748043900
ep-663914,CCCOCCC(C)(C)C,0.9413006952215930,8.540835841,-7.642316073,5.5981,"[1, 0, 0, 0, 0]",1,-0.6191798435182700,-0.6964181367041850,-0.9216819093179090
ep-663918,CCOC(C)CC(C)CC,0.8689439894386240,8.32668228,-7.576464533,6.0097,"[1, 1, 0, 0, 0]",1,-0.6029200422396500,0.7320356462076980,-0.9841485986407020
ep-663923,CCCOCCC(C)CC,0.932885227689292,8.531583971,-7.648030463,5.9815,"[1, 0, 0, 0, 0]",1,-0.5963438526074980,-0.6921824795436720,-0.9664802806928190
ep-664259,CCCCC(C)OC(C)C,0.839412732852094,8.434711459,-7.513606246,7.7982,"[1, 1, 0, 0, 0]",1,-0.6504474795180680,0.7942034540275440,-1.1161665682101400
ep-664262,CCCCCCOC(C)C,0.8794575434059430,8.307906428,-7.577552989,8.3891,"[1, 1, 0, 0, 0]",1,-0.4613701113776440,0.7561944766781680,-1.0659270969275300
ep-664273,CCCCCCOCCC,0.9099134814339750,8.496481291,-7.649663146,8.4922,"[1, 0, 0, 0, 0]",1,-0.47872828736564100,-0.6583359483937770,-1.1470683307219900
ep-664298,CCCCC(C)OCCC,0.8823545151409660,8.295389193,-7.551430064,8.4446,"[1, 1, 0, 0, 0]",1,-0.5001342212015960,0.7647510102030040,-1.0410521100959900
ep-666730,CCOC(C)(C)CC(C)C,0.8559474818701310,7.937559546,-7.520953318,5.1221,"[1, 1, 0, 0, 0]",1,-0.7381968270715500,0.7147391400468120,-0.9063696643557570
ep-666732,CCCCC(C)(C)OCC,0.8642074267446970,8.116338313,-7.530749415,6.0959,"[1, 1, 0, 0, 0]",1,-0.6705149635133570,0.734774063875212,-0.9513422328139200
ep-666741,CCOC(CC)CC(C)C,0.8864356111904620,8.422194224,-7.608573962,5.4436,"[1, 1, 0, 0, 0]",1,-0.5659033875150320,0.7157553611783540,-0.9392868354377530
ep-666790,CCC(C)CC(OC)OC,0.8892458262506210,8.019737914,-7.959872878,6.3989,"[1, 1, 0, 0, 0]",1,0.11981411028911500,0.5643660511430880,-1.1880829282960100
ep-71310,CCC(OC)C(C)(C)C,0.9460028108380260,8.215931963,-7.680956233,2.3794,"[1, 1, 0, 0, 0]",1,-0.5357217678611360,0.6181116619236710,-0.6614405270248110
ep-71313,COC(C(C)C)C(C)C,0.9880177205962310,8.270354723,-7.700548426,1.9313,"[1, 1, 0, 0, 0]",1,-0.4876978764598060,0.5976540831204000,-0.5412470086214820
ep-71318,CCC(C)C(CC)OC,0.9633585414661910,8.247497164,-7.65782656,2.2553,"[1, 1, 0, 0, 0]",1,-0.567235808452919,0.6227154258820040,-0.5935570436920870
ep-71324,CCOC(CC)C(C)C,0.922820253070028,8.341648539,-7.616465262,3.9984,"[1, 1, 0, 0, 0]",1,-0.5899704395381230,0.6783990300385260,-0.768097178100717
ep-71330,CCCC(OC)C(C)C,0.9665700809716760,8.207224322,-7.655921763,2.7962,"[1, 1, 0, 0, 0]",1,-0.535985525731217,0.6259230932885680,-0.6052486294832270
ep-71464,CCC(CC(C)C)OC,0.8950502809564650,8.1713053,-7.649391032,2.6921,"[1, 1, 0, 0, 0]",1,-0.6211220151713000,0.6446920245389930,-0.7927036051534580
ep-71469,CCCC(CC)OCC,0.9081891763195090,8.268994154,-7.601771117,4.3016,"[1, 1, 0, 0, 0]",1,-0.6094276878732570,0.6859938697396030,-0.8067511782489830
ep-71475,CCCC(CCC)OC,0.974727359243876,8.227360743,-7.67360916,2.5964,"[1, 1, 0, 0, 0]",1,-0.5092023918616190,0.6161768439335010,-0.5871554967642690
ep-71480,CCCCC(CC)OC,0.9657336107646730,8.253483668,-7.680684119,2.1383,"[1, 1, 0, 0, 0]",1,-0.5319131635486910,0.6125954830279930,-0.5979422165090640
ep-71552,CCOC(C)(CC)CC,0.8882268789401880,8.179468714,-7.553606974,3.1131,"[1, 1, 0, 0, 0]",1,-0.7716504413461070,0.6879885805865420,-0.7651697489974810
ep-71554,CCC(CC)OC(C)C,0.9008348613810620,8.423282679,-7.537824374,2.5282,"[1, 1, 0, 0, 0]",1,-0.8317091347552720,0.7023865611805440,-0.7122490616381260
ep-71559,CCCOC(CC)CC,0.9602388373515740,8.408588534,-7.653744853,1.937,"[1, 1, 0, 0, 0]",1,-0.603476575362649,0.6339798282950120,-0.5982709232813590
ep-73321,CCC(CC)C(C)OC,0.8352967430004580,8.239605864,-7.679051436,2.183,"[1, 1, 0, 0, 0]",1,-0.6595799782389580,0.6499591468118080,-0.9625031929318100
ep-736,CCCCOC,1.0516581527516300,8.350084067,-7.765583624,1.6069,"[1, 0, 0, 0, 0]",1,-0.5017670226501390,-0.8375727146813900,-0.49514427385765200
ep-7658,COC1CCCC1,1.11670681739289,8.181101397,-7.747352,1.3707,"[1, 0, 0, 0, 0]",1,-0.53473909652718,-0.798244910943001,-0.627485911944984
ep-800,CCCOCC,0.9586540503642380,8.512808119,-7.686126395,4.6508,"[1, 0, 0, 0, 0]",1,-0.5757111704107500,-0.7314305435262150,-0.8568488238709770
ep-896,COC(C)OC,0.6448159125503840,7.956335398,-8.000417834,1.8349,"[1, 1, 0, 0, 0]",1,-0.2923617150991990,0.5584822406068510,-1.6797632209036100
ep-91355,CCOC(C)(CC)OC,0.3530181650520650,7.905994345,-7.831707278,1.2254,"[1, 1, 0, 0, 0]",1,-0.9013438539028510,0.693152304310182,-2.344553630498890
ep-91396,COC(C)(C)OC(C)C,1.0821463706647500,8.046949294,-7.814291995,1.3193,"[1, 1, 0, 0, 0]",1,-0.21870069937344300,0.5033582428764690,-0.3097218826293170
ep-91405,CCOC(C)(C)OCC,0.3589919859017850,7.910076052,-7.783815249,1.4173,"[1, 1, 0, 0, 0]",1,-0.968399672204199,0.7118888612252580,-2.303662451536990
ep-91517,COC(C)(OC)C(C)C,0.2227084441282380,8.034704173,-7.805856467,1.583,"[1, 1, 0, 0, 0]",1,-1.0619170017623100,0.7545708866298520,-2.71876328659175
ep-91520,CCCC(C)(OC)OC,1.098039989495720,8.016472548,-7.919600035,1.4605,"[1, 1, 0, 0, 0]",1,-0.011203635426877100,0.4590316823492150,-0.34311894930814100
ep-91575,CCC(OC)(OC)OC,0.8202996752442690,7.985179461,-7.996064013,2.7306,"[1, 1, 0, 0, 0]",1,-0.0809859731711322,0.5231233719717070,-1.2305865846108500
ep-91818,COC(OC)C(C)(C)C,0.7103967281884250,8.184094649,-7.900824183,8.3216,"[1, 1, 0, 0, 0]",1,-0.0635437234800738,0.6739245287035950,-1.7515253819021400
ep-91820,CCOC(OC)C(C)C,0.6978876336102130,8.308722769,-7.883681014,7.5177,"[1, 1, 0, 0, 0]",1,-0.1558083181016510,0.6839091311642300,-1.747347090706060
ep-91826,CCC(C)C(OC)OC,0.6528508477267970,8.141644896,-7.917967352,5.7481,"[1, 1, 0, 0, 0]",1,-0.22671050952935800,0.6492368002369430,-1.799663800175950
ep-91877,CCC(OC)OC(C)C,0.6104188053853990,8.113889288,-7.851843699,5.9149,"[1, 1, 0, 0, 0]",1,-0.37247262168696200,0.6857622132284430,-1.877453267904140
ep-91887,CCCOC(CC)OC,0.5734306666001880,8.214027167,-7.923137515,3.4096,"[1, 1, 0, 0, 0]",1,-0.4258054657345570,0.6472044527682210,-1.9215137347191700
ep-91892,CCOC(CC)OCC,0.5563934221576790,8.193346518,-7.876333941,5.9139,"[1, 1, 0, 0, 0]",1,-0.3874944516202890,0.698397333332257,-2.0524905233612900
ep-91983,COC(CC(C)C)OC,0.6183842302458570,8.032255148,-7.961777674,4.6523,"[1, 1, 0, 0, 0]",1,-0.23759316225327100,0.6207969690984870,-1.865775089083700
ep-91988,CCCCC(OC)OC,0.6962639332015510,8.164230341,-7.932661498,7.1069,"[1, 1, 0, 0, 0]",1,-0.0866086199924672,0.6497435386990690,-1.754468011765230
ep-92275,CCC(C)OC(C)OC,0.6637904686307030,8.067085715,-7.837421668,8.0293,"[1, 1, 0, 0, 0]",1,-0.22848779990226900,0.6979668873110040,-1.8136136390068000
ep-95836,COC(C)CC(C)(C)C,0.8806256424605090,8.1555227,-7.651840056,2.3904,"[1, 1, 0, 0, 0]",1,-0.6464252146709150,0.642976156980227,-0.8192007791189520
ep-96093,CCC(C)CC(C)OC,0.8790397810572080,8.158788065,-7.674153388,2.4035,"[1, 1, 0, 0, 0]",1,-0.6087673702099900,0.6355646355923300,-0.840173897621569
ep-97675,COC(C)CCC(C)C,0.9326657702515220,8.239061636,-7.679867777,2.465,"[1, 1, 0, 0, 0]",1,-0.5473662025477350,0.6252056270050330,-0.7039943752883790
ep-98231,CCCCCC(C)OC,0.8369429795877750,8.22355115,-7.672520705,2.6357,"[1, 1, 0, 0, 0]",1,-0.6439865491025500,0.6561706584138560,-0.9732572941286400
ep-98239,FCCCOCCCF,0.455459392867738,5.43165892,-7.916441441,24.6601,"[1, 0, 0, 0, 0]",1,0.5796800446021150,-0.6724045852500820,-3.103036004822260
