EP ID,SMILES,Es-Ea (eV),LUMO_sol (eV),HOMO_sol (eV),Dielectric constant of solvents,binary_features,cluster,PC1,PC2,PC3
ep-469532,CC(C)(C)CC(=O)C=O,1.3457663206676500,-0.453341591,-8.142461237,1.6272,"[0, 0, 0, 0, 0]",3,0.9227409716838200,-4.722209987911030,0.5533721172598910
ep-469549,CCC(C)C(=O)CC=O,0.5409422954842530,-0.029116177,-7.448298934,5.2041,"[0, 0, 0, 0, 0]",3,-0.9014191900270880,-4.157068543474210,-1.4157554551834000
ep-469710,CCCCCC(=O)C=O,1.2030447857769000,-0.352115257,-8.031710921,3.8593,"[0, 0, 0, 0, 0]",3,0.7053811881040560,-4.605007952891490,0.11806298189233200
ep-469711,CCCCC(=O)CC=O,1.0007826553914600,-0.02938829,-7.449659503,5.689,"[0, 0, 0, 0, 0]",3,-0.421591404494429,-4.283204546294140,-0.1534812289904770
ep-469741,O=CCCC(=O)CC=O,0.5152764872118290,-0.071838043,-7.54326665,5.0097,"[0, 0, 0, 0, 0]",3,-0.7700562379933120,-4.190735766439540,-1.5412804968940000
ep-474933,CCCCC(=O)C(C)=O,1.1593356625550100,-0.031020973,-7.965315154,1.4378,"[0, 0, 0, 0, 0]",3,0.39897094915346500,-4.572025764688800,0.12879561183299400
ep-475016,CCC(C)C(=O)C(C)=O,1.2269157935210600,0.001632683,-7.946539301,1.4791,"[0, 0, 0, 0, 0]",3,0.43315667507736500,-4.5812983864993500,0.3262086646788980
ep-476970,CC(=O)C(=O)C(C)(C)C,1.2819536989981400,-0.011700893,-7.948716212,1.613,"[0, 0, 0, 0, 0]",3,0.4989077444450520,-4.5972690223328600,0.47344800412971100
ep-476974,CCC(=O)C(C)(C)C=O,1.0826963315469800,0.132247307,-7.584900061,2.5822,"[0, 0, 0, 0, 0]",3,-0.2831981915948470,-4.381991603175900,0.11320582579250700
ep-477058,CCC(=O)C(=O)C(C)C,1.1557140127352600,0.253610062,-7.85619752,3.4426,"[0, 0, 0, 0, 0]",3,0.29852772991380300,-4.483484138818100,0.0763113548813198
ep-477064,CCC(=O)C(C)C(C)=O,1.0007406798387700,0.384496799,-7.486666979,5.1369,"[0, 0, 0, 0, 0]",3,-0.4102004716232930,-4.270931042435900,-0.18909478410558100
ep-477068,CCC(=O)C(C=O)CC,1.048426457241550,0.06231406,-7.588437541,4.14,"[0, 0, 0, 0, 0]",3,-0.2228182025603040,-4.360012019912090,-0.052456818152141500
ep-477199,CCC(C)(C)C(=O)C=O,1.1845159011319700,-0.132519421,-8.029261897,4.395,"[0, 0, 0, 0, 0]",3,0.6996514878959080,-4.574885486593810,0.023874883663134000
ep-477242,CCC(C(C)=O)C(C)=O,0.9990550921810230,0.363271923,-7.50816397,7.0223,"[0, 0, 0, 0, 0]",3,-0.27173861204869800,-4.257085222742380,-0.295826277118075
ep-477252,CCCC(C=O)C(C)=O,1.0960432297383800,0.168438442,-7.618642172,2.9356,"[0, 0, 0, 0, 0]",3,-0.1945455438768990,-4.391156960250780,0.10713326495075000
ep-477569,CCCC(=O)C(=O)CC,1.2709544314922500,0.096872513,-7.91279719,1.4909,"[0, 0, 0, 0, 0]",3,0.41322445958478700,-4.57369051198334,0.46428705596754900
ep-477648,O=C(CCF)CC(F)F,0.7967811477908030,0.175241287,-7.748440455,3.8815,"[0, 0, 0, 0, 0]",3,-0.21256927206326200,-4.341653864442900,-0.8659169246036270
ep-482359,CC(=O)C(CF)C(F)F,1.0763850702119500,0.135512672,-7.760685576,11.8993,"[0, 0, 0, 0, 0]",3,0.5176192039845870,-4.33141168570682,-0.46662910090863300
ep-487941,CCC(C)(C=O)C(C)=O,0.4671398730576740,0.149118362,-7.439047064,2.7014,"[0, 0, 0, 0, 0]",3,-1.1347343003123300,-4.148985162834030,-1.5131459755107300
ep-488183,CC(=O)C(C=O)C(C)C,0.4419669944497170,0.050885281,-7.441496089,2.9672,"[0, 0, 0, 0, 0]",3,-1.135410621914040,-4.1472192688747200,-1.589340821825410
ep-490782,CC(=O)Cc1ccco1,0.7027065847762660,0.455790615,-7.460544055,8.3653,"[0, 0, 0, 0, 1]",3,-0.6848700248201980,-3.8456268562106800,0.06697068800724020
ep-492694,O=CC(=O)c1ccco1,0.9581266736538570,-0.38313623,-7.855653292,4.3196,"[0, 0, 0, 0, 1]",3,0.0792852174346096,-4.181132211239560,0.7668969337906070
ep-526350,O=CC(=O)c1ccoc1,1.202698501402580,-0.435926308,-7.932661498,2.3454,"[0, 0, 0, 0, 1]",3,0.34931875896682800,-4.307959906372100,1.494399144718640
ep-526353,O=CC(=O)c1c#coc1,-0.9154357224144350,-0.710761246,-8.298926672,2.7447,"[0, 0, 0, 0, 1]",3,-1.057660017201360,-3.8549335057849300,-4.681316400698740
ep-684,CCC(=O)C=O,1.3503640887628500,-0.475110695,-8.120964247,1.6884,"[0, 0, 0, 0, 0]",3,0.8944877041459600,-4.7165195306753200,0.5802874543130270
ep-690,CC(=O)CC=O,1.192636779115380,-0.052517963,-7.730753058,1.9882,"[0, 0, 0, 0, 0]",3,0.05581849814316580,-4.4894536639457700,0.3622780111941270
